"Begge";"Alle";"Uke 41";784;749;752;808;760;752;731;764;715;788;743;780
"Begge";"Alle";"Uke 42";856;740;787;790;768;741;786;693;744;785;713;810
"Begge";"Alle";"Uke 43";843;807;791;797;787;752;773;793;696;794;796;824
"Begge";"Alle";"Uke 44";783;809;821;758;751;745;688;746;814;776;791;.
"Begge";"Alle";"Uke 45";766;752;773;707;783;748;810;704;776;785;776;.
"Begge";"Alle";"Uke 46";845;762;770;798;783;753;818;760;737;846;779;.
"Begge";"Alle";"Uke 47";802;812;765;805;805;745;855;791;720;784;799;.
"Begge";"Alle";"Uke 48";896;831;793;806;783;831;789;770;802;780;774;.
"Begge";"Alle";"Uke 49";837;846;858;776;820;804;819;832;823;851;788;.
"Begge";"Alle";"Uke 50";829;817;875;807;841;816;918;844;759;783;840;.
"Begge";"Alle";"Uke 51";912;846;874;833;852;786;923;897;802;773;823;.
"Begge";"Alle";"Uke 52";911;862;980;858;814;833;982;891;873;805;829;.
"Begge";"Alle";"Uke 53";.;.;.;.;.;851;.;.;.;.;838;.
"Begge";"0";"Uke 1";3;3;1;2;2;3;1;6;1;2;2;1
"Begge";"0";"Uke 2";3;.;2;2;3;2;2;1;2;3;.;.
"Begge";"0";"Uke 3";4;1;5;1;4;2;2;2;4;2;1;2
"Begge";"0";"Uke 4";.;4;1;1;5;2;2;2;.;.;2;4
"Begge";"0";"Uke 5";2;3;5;3;4;3;2;1;3;3;3;3
"Begge";"0";"Uke 6";3;4;9;1;4;3;5;2;2;4;.;.
"Begge";"0";"Uke 7";1;3;2;6;1;2;5;5;3;2;1;1
"Begge";"0";"Uke 8";4;4;.;2;.;1;1;5;1;2;3;.
"Begge";"0";"Uke 9";3;1;1;3;5;3;3;3;5;1;1;.
"Begge";"0";"Uke 10";.;5;2;5;5;2;2;5;3;3;.;7
"Begge";"0";"Uke 11";2;1;3;1;5;3;2;.;2;2;1;6
"Begge";"0";"Uke 12";5;1;3;2;3;3;1;4;2;3;6;2
"Begge";"0";"Uke 13";1;2;4;4;1;2;4;3;4;2;4;.
"Begge";"0";"Uke 14";1;8;5;2;6;.;2;2;3;.;5;.
"Begge";"0";"Uke 15";5;3;4;2;2;5;2;2;1;.;2;2
"Begge";"0";"Uke 16";6;1;3;3;5;3;.;5;4;.;2;4
"Begge";"0";"Uke 17";6;2;3;6;1;6;4;6;2;2;2;3
"Begge";"0";"Uke 18";1;4;6;2;2;5;1;2;2;4;1;3
"Begge";"0";"Uke 19";4;2;7;2;2;3;1;.;2;.;3;1
"Begge";"0";"Uke 20";6;1;6;1;1;8;3;3;.;6;2;2
"Begge";"0";"Uke 21";1;2;4;9;4;.;4;3;5;.;2;2
"Begge";"0";"Uke 22";2;3;1;2;1;3;1;1;6;1;3;1
"Begge";"0";"Uke 23";3;5;2;3;6;1;2;2;4;2;.;2
"Begge";"0";"Uke 24";3;2;3;1;4;1;.;1;2;1;.;2
"Begge";"0";"Uke 25";2;1;4;3;5;3;1;3;4;3;3;3
"Begge";"0";"Uke 26";6;2;3;1;5;5;.;1;3;1;.;4
"Begge";"0";"Uke 27";4;1;2;5;4;3;1;2;3;2;.;3
"Begge";"0";"Uke 28";4;2;5;.;3;4;2;2;2;1;1;1
"Begge";"0";"Uke 29";2;6;1;5;4;1;6;3;.;5;1;2
"Begge";"0";"Uke 30";3;1;1;1;.;2;5;2;3;6;1;1
"Begge";"0";"Uke 31";4;5;2;3;.;4;4;3;2;5;2;1
"Begge";"0";"Uke 32";2;4;1;3;2;3;3;2;3;2;1;1
"Begge";"0";"Uke 33";4;4;1;2;1;3;2;5;1;2;3;2
"Begge";"0";"Uke 34";3;5;1;3;3;2;1;2;3;1;1;2
"Begge";"0";"Uke 35";5;5;1;.;2;4;3;2;.;3;1;2
"Begge";"0";"Uke 36";3;.;2;2;2;1;2;3;3;2;1;1
"Begge";"0";"Uke 37";3;3;4;4;.;2;1;2;.;.;2;2
"Begge";"0";"Uke 38";6;4;2;3;4;1;2;2;5;2;1;2
"Begge";"0";"Uke 39";1;4;5;4;4;3;.;3;2;2;4;2
"Begge";"0";"Uke 40";4;2;4;3;1;4;1;4;3;2;3;1
"Begge";"0";"Uke 41";2;6;7;4;.;2;1;1;1;2;3;1
"Begge";"0";"Uke 42";3;2;1;4;2;3;4;2;3;4;2;1
"Begge";"0";"Uke 43";1;2;3;2;3;.;4;3;4;3;.;3
"Begge";"0";"Uke 44";5;1;3;1;2;3;2;1;2;1;1;.
"Begge";"0";"Uke 45";5;5;1;1;2;1;3;.;2;4;2;.
"Begge";"0";"Uke 46";5;2;4;3;4;1;4;1;1;2;2;.
"Begge";"0";"Uke 47";1;2;1;5;2;3;4;4;2;3;.;.
"Begge";"0";"Uke 48";2;2;5;4;3;1;2;.;.;2;.;.
"Begge";"0";"Uke 49";4;2;4;4;6;3;3;3;4;2;2;.
"Begge";"0";"Uke 50";.;1;2;.;1;2;4;2;4;1;2;.
"Begge";"0";"Uke 51";.;.;4;3;2;3;4;1;1;1;1;.
"Begge";"0";"Uke 52";2;3;1;3;3;4;6;6;.;2;1;.
"Begge";"0";"Uke 53";.;.;.;.;.;.;.;.;.;.;3;.
"Begge";"1";"Uke 1";.;.;.;.;1;1;.;.;1;.;1;.
"Begge";"1";"Uke 2";1;1;1;.;.;.;.;1;.;1;.;.
"Begge";"1";"Uke 3";1;.;.;1;.;.;1;.;1;.;.;.
"Begge";"1";"Uke 4";.;.;.;.;.;.;.;1;.;2;.;.
"Begge";"1";"Uke 5";.;.;.;2;.;1;.;.;.;2;.;.
"Begge";"1";"Uke 6";.;1;1;.;1;.;1;.;1;1;.;.
"Begge";"1";"Uke 7";.;1;1;.;.;.;.;.;.;.;1;.
"Begge";"1";"Uke 8";1;.;.;1;1;1;1;.;.;.;.;.
"Begge";"1";"Uke 9";1;.;2;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 10";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"1";"Uke 11";1;1;.;.;1;.;.;.;.;.;.;.
"Begge";"1";"Uke 12";1;.;1;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 13";.;.;1;1;.;.;.;.;.;1;.;.
"Begge";"1";"Uke 14";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 15";.;.;.;2;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 16";.;.;.;.;1;.;1;.;.;.;.;.
"Begge";"1";"Uke 17";2;.;.;.;.;.;.;1;.;.;.;.
"Begge";"1";"Uke 18";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 19";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"1";"Uke 20";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 21";.;.;.;.;.;1;.;.;1;.;1;.
"Begge";"1";"Uke 22";.;1;.;.;.;.;1;.;.;.;.;1
"Begge";"1";"Uke 23";.;.;.;.;1;.;.;.;.;1;.;.
"Begge";"1";"Uke 24";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 25";.;.;1;.;.;.;.;.;.;.;.;1
"Begge";"1";"Uke 26";1;1;.;.;.;.;1;.;.;.;.;.
"Begge";"1";"Uke 27";.;.;1;1;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 28";1;.;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 29";.;.;1;.;.;.;.;1;.;.;2;.
"Begge";"1";"Uke 30";.;.;.;.;1;1;.;.;1;.;1;.
"Begge";"1";"Uke 31";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"1";"Uke 32";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"1";"Uke 33";.;.;.;.;.;.;.;1;.;.;1;.
"Begge";"1";"Uke 34";1;.;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 35";1;.;1;.;1;1;.;.;.;.;.;1
"Begge";"1";"Uke 36";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 37";.;.;.;2;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 38";.;.;.;1;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 39";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"1";"Uke 40";1;1;.;.;.;.;.;.;.;.;1;.
"Begge";"1";"Uke 41";1;1;.;.;.;1;.;.;.;2;.;.
"Begge";"1";"Uke 42";.;.;2;1;.;.;.;1;.;.;.;.
"Begge";"1";"Uke 43";.;1;2;.;.;.;.;1;.;.;.;.
"Begge";"1";"Uke 44";1;1;.;.;.;.;.;.;.;.;.;.
"Begge";"1";"Uke 45";.;.;.;.;.;.;2;.;.;.;.;.
"Begge";"1";"Uke 46";.;.;1;.;.;.;1;.;.;.;.;.
"Begge";"1";"Uke 47";.;.;.;.;.;.;.;.;1;1;.;.
"Begge";"1";"Uke 48";.;.;.;1;.;.;.;1;.;.;.;.
"Begge";"1";"Uke 49";1;.;1;1;.;1;.;.;.;.;.;.
"Begge";"1";"Uke 50";.;.;.;.;.;.;1;.;.;.;.;.
"Begge";"1";"Uke 51";2;.;.;.;1;.;.;.;1;.;.;.
"Begge";"1";"Uke 52";.;2;.;1;.;.;.;.;.;.;1;.
"Begge";"1";"Uke 53";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 1";.;.;.;.;.;.;1;.;.;.;1;.
"Begge";"2";"Uke 2";.;.;.;.;.;.;.;.;.;.;1;.
"Begge";"2";"Uke 3";.;.;.;1;.;.;.;1;.;.;1;.
"Begge";"2";"Uke 4";1;.;.;1;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 5";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 6";.;.;.;.;.;.;2;.;.;.;.;.
"Begge";"2";"Uke 7";.;.;.;.;1;.;.;.;.;2;1;.
"Begge";"2";"Uke 8";.;.;.;1;1;.;.;.;.;.;.;.
"Begge";"2";"Uke 9";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"2";"Uke 10";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 11";.;.;1;.;.;.;.;1;.;.;.;.
"Begge";"2";"Uke 12";1;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 13";.;1;1;.;.;.;1;.;.;.;.;.
"Begge";"2";"Uke 14";.;.;.;1;.;.;1;.;.;.;.;.
"Begge";"2";"Uke 15";.;.;.;.;.;1;.;1;.;.;.;.
"Begge";"2";"Uke 16";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 17";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"2";"Uke 18";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 19";.;.;.;.;.;1;.;1;.;.;.;.
"Begge";"2";"Uke 20";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 21";.;.;.;.;1;.;.;.;.;.;1;.
"Begge";"2";"Uke 22";.;.;.;.;.;.;.;.;1;.;.;.
"Begge";"2";"Uke 23";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 24";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"2";"Uke 25";.;.;1;.;.;.;.;.;.;.;.;1
"Begge";"2";"Uke 26";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 27";.;.;.;.;1;.;.;1;.;.;.;.
"Begge";"2";"Uke 28";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 29";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 30";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"2";"Uke 31";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 32";.;.;.;.;3;.;.;1;.;.;.;.
"Begge";"2";"Uke 33";.;.;.;.;1;.;.;.;.;.;1;.
"Begge";"2";"Uke 34";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 35";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 36";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 37";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 38";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 39";.;1;.;.;.;.;.;.;.;1;.;.
"Begge";"2";"Uke 40";.;.;.;.;.;.;1;.;.;.;.;.
"Begge";"2";"Uke 41";.;.;2;.;.;.;.;.;1;.;.;.
"Begge";"2";"Uke 42";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 43";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"2";"Uke 44";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"2";"Uke 45";.;.;.;1;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 46";.;.;.;1;.;1;.;.;.;1;.;.
"Begge";"2";"Uke 47";.;.;.;.;.;.;1;1;.;.;.;.
"Begge";"2";"Uke 48";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 49";.;.;1;.;.;.;.;1;.;.;.;.
"Begge";"2";"Uke 50";.;1;.;.;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 51";1;.;.;1;.;1;.;.;.;.;.;.
"Begge";"2";"Uke 52";.;.;.;.;.;.;.;.;.;.;1;.
"Begge";"2";"Uke 53";.;.;.;.;.;.;.;.;.;.;1;.
"Begge";"3";"Uke 1";1;.;1;.;.;.;1;.;.;.;.;.
"Begge";"3";"Uke 2";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"3";"Uke 3";.;.;.;.;1;.;1;.;.;.;.;.
"Begge";"3";"Uke 4";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 5";.;.;.;.;.;1;.;1;.;.;1;.
"Begge";"3";"Uke 6";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 7";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 8";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 9";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"3";"Uke 10";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 11";2;1;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 12";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 13";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 14";1;1;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 15";1;.;.;.;.;1;.;.;.;1;.;.
"Begge";"3";"Uke 16";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"3";"Uke 17";1;.;.;.;.;.;.;.;.;1;.;1
"Begge";"3";"Uke 18";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 19";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 20";1;1;.;.;.;.;.;.;.;.;.;1
"Begge";"3";"Uke 21";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 22";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 23";.;.;.;.;.;.;.;.;.;.;.;2
"Begge";"3";"Uke 24";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 25";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 26";.;1;.;.;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 27";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 28";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"3";"Uke 29";.;.;.;.;.;.;.;.;.;.;.;1
"Begge";"3";"Uke 30";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 31";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 32";.;1;.;.;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 33";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 34";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 35";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 36";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 37";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 38";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"3";"Uke 39";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 40";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 41";.;.;.;4;1;.;.;.;.;.;.;.
"Begge";"3";"Uke 42";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 43";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"3";"Uke 44";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 45";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 46";.;1;.;.;.;1;.;.;.;.;.;.
"Begge";"3";"Uke 47";.;.;1;.;.;.;.;.;.;1;.;.
"Begge";"3";"Uke 48";.;.;.;.;.;.;.;.;.;.;1;.
"Begge";"3";"Uke 49";.;.;.;.;.;.;1;.;.;.;.;.
"Begge";"3";"Uke 50";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"3";"Uke 51";.;.;.;1;.;.;.;1;.;.;.;.
"Begge";"3";"Uke 52";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"3";"Uke 53";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 1";1;.;.;.;.;.;.;.;.;1;.;.
"Begge";"4";"Uke 2";.;.;.;.;1;1;.;.;.;.;.;.
"Begge";"4";"Uke 3";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 4";.;1;.;1;.;.;.;.;.;.;2;.
"Begge";"4";"Uke 5";.;.;.;.;.;.;.;.;1;.;.;.
"Begge";"4";"Uke 6";.;.;.;1;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 7";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 8";.;1;.;.;.;.;.;1;.;1;.;.
"Begge";"4";"Uke 9";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 10";.;.;.;1;.;.;1;.;.;1;.;.
"Begge";"4";"Uke 11";.;1;.;.;.;.;.;.;.;.;.;1
"Begge";"4";"Uke 12";1;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 13";.;1;.;1;1;.;.;1;.;.;.;.
"Begge";"4";"Uke 14";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 15";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"4";"Uke 16";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"4";"Uke 17";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 18";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 19";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 20";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 21";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 22";.;.;.;.;1;.;.;.;1;.;1;.
"Begge";"4";"Uke 23";.;.;.;.;.;.;.;.;1;.;.;.
"Begge";"4";"Uke 24";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 25";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 26";.;1;.;.;1;.;.;1;.;.;.;.
"Begge";"4";"Uke 27";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 28";.;.;.;.;.;.;1;1;.;.;.;.
"Begge";"4";"Uke 29";.;.;.;.;.;.;.;1;.;.;.;.
"Begge";"4";"Uke 30";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"4";"Uke 31";.;1;.;.;.;.;.;.;1;.;.;.
"Begge";"4";"Uke 32";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 33";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 34";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 35";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"4";"Uke 36";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 37";.;.;.;.;.;.;1;.;.;.;.;.
"Begge";"4";"Uke 38";.;1;.;.;1;.;.;.;.;.;.;.
"Begge";"4";"Uke 39";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 40";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 41";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 42";.;.;.;1;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 43";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 44";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 45";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"4";"Uke 46";.;.;.;.;.;.;.;.;.;1;.;.
"Begge";"4";"Uke 47";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 48";1;.;.;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 49";.;.;.;.;.;1;.;.;.;2;.;.
"Begge";"4";"Uke 50";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"4";"Uke 51";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"4";"Uke 52";.;.;1;.;.;.;.;1;.;.;.;.
"Begge";"4";"Uke 53";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 1";.;.;.;1;1;.;.;.;.;.;.;.
"Begge";"5";"Uke 2";.;1;1;.;.;.;.;.;.;1;.;.
"Begge";"5";"Uke 3";.;.;.;2;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 4";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 5";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 6";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 7";.;.;.;.;.;.;.;.;1;.;.;.
"Begge";"5";"Uke 8";.;.;.;.;.;.;.;.;.;1;1;.
"Begge";"5";"Uke 9";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"5";"Uke 10";.;.;1;.;1;.;.;2;.;.;.;.
"Begge";"5";"Uke 11";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 12";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 13";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 14";.;1;.;.;.;.;1;.;.;.;.;.
"Begge";"5";"Uke 15";.;.;.;.;1;.;.;.;1;1;.;.
"Begge";"5";"Uke 16";.;.;.;.;.;1;1;.;.;.;.;.
"Begge";"5";"Uke 17";.;.;1;.;1;.;.;.;.;.;.;.
"Begge";"5";"Uke 18";1;.;1;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 19";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 20";.;.;.;.;.;.;.;.;1;.;.;.
"Begge";"5";"Uke 21";.;.;.;1;.;.;.;1;.;.;.;.
"Begge";"5";"Uke 22";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 23";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 24";.;.;.;.;.;1;.;.;.;.;.;.
"Begge";"5";"Uke 25";.;1;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 26";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"5";"Uke 27";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 28";2;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 29";1;.;.;.;2;.;.;.;.;.;.;.
"Begge";"5";"Uke 30";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 31";.;.;.;.;1;.;.;.;.;.;.;.
"Begge";"5";"Uke 32";.;.;1;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 33";1;.;.;.;.;.;.;1;.;.;.;.
"Begge";"5";"Uke 34";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 35";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 36";.;.;.;.;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 37";.;.;.;1;.;.;.;.;.;.;.;.
"Begge";"5";"Uke 38";.;.;.;.;.;.;.;.;.;.;.;.
